task number,Enters,Leaves
1,,51
2,129,193
3,315,364
4,486,537
5,651,720
6,835,873
7,991,1043
8,1164,1235
9,1350,1415
10,1530,1597
11,1720,1780
12,1894,1971
13,2088,2144
14,2262,2318
15,2432,2506
16,2622,2694
17,2810,2865
18,2984,3029
19,3141,3248
20,3370,3446
21,3566,3745
22,3868,3946
23,4059,4113
24,4235,4314
25,4431,4502
26,4617,4670
27,4791,4877
28,4987,5188
29,5438,5519
30,5631,5687
31,5805,5867
32,5981,6035
33,6145,6209
34,6335,6431
35,6536,6574
36,6677,
